Property Address,Property Name,PropertyType,Star Rating,Energy Star,LEED Certified,Building Class,Building Status,RBA,Total Available Space (SF),Rent/SF/Yr,Secondary Type,Market Name,Submarket Name,Leasing Company Name,Leasing Company Contact,Submarket Cluster,City,State,Zip,County Name,Sale Company Name,Sale Company Contact,For Sale Price,For Sale Status,Last Sale Date,Last Sale Price,Percent Leased,Year Built,Year Renovated,Typical Floor Size,Parking Ratio,Tenancy,FEMA Map Date,FEMA Map Identifier,FIRM ID,FIRM Panel Number,In SFHA,Floodplain Area,Ceiling Ht,Owner Contact
2801-2837 Hathaway Rd,Stratford Hills Shopping Center,Retail (Neighborhood Center),2,,,C,Existing,42950,3080,$13.77 - 16.83 (Est.),Storefront,Richmond,Midlothian E/Hull St,The Wilton Companies,Doug Mallory,Southwest,Richmond,VA,23225,Richmond City,,,,N,,,100.00,1954,1969,42950,4.28,Multi,12/18/2012,51041C0045D,510129,0045D,No,100-year and 500-year Floodplain,,Richard Johnson
2807 Hicks Rd,,Retail,3,,,B,Existing,3600,3600,$17.15 - 20.96 (Est.),Fast Food,Richmond,Midlothian E/Hull St,,,Southwest,Richmond,VA,23235,Chesterfield,S.L. Nusbaum Realty Co.,Andrew Thacker,,Y,,,100.00,2014,,3600,19.44,Single,12/18/2012,51041C0133D,51041C,0133D,No,100-year and 500-year Floodplain,,Cameron McRae
5700-5760 Hopkins Rd,Meadowbrook,Retail (Community Center),2,,,C,Existing,120633,16722,$8.78 - 10.73 (Est.),Storefront,Richmond,Jeff Davis Corridor,Cushman & Wakefield | Thalhimer,Connie Nielsen,Southwest,Richmond,VA,23234,Chesterfield,,,,N,12/15/2021,"5,605,688",100.00,1968,,120633,6.60,Multi,12/18/2012,51041C0153D,51041C,0153D,No,100-year and 500-year Floodplain,"11'0""",
5756 Hopkins Rd,,Retail (Community Center),3,,,A,Existing,7242,7242,$14.61 - 17.86 (Est.),Bank,Richmond,Jeff Davis Corridor,Cushman & Wakefield | Thalhimer,Connie Nielsen,Southwest,Richmond,VA,23234-6614,Chesterfield,,,,N,12/15/2021,"1,611,969",100.00,1965,,7242,,,12/18/2012,51041C0153D,51041C,0153D,No,100-year and 500-year Floodplain,,
5001-5029 Huguenot Rd,River Road II,Retail,3,,,C,Existing,29688,10137,$36.42 - 44.51 (Est.),,Richmond,Regency,Cushman & Wakefield | Thalhimer,James Ashby,Northwest,Richmond,VA,23226-3323,Henrico,,,,N,,,78.83,2001,,29688,4.01,Multi,12/18/2012,51041C0050D,51087C,0050D,Yes,100-year Floodplain,"16'0""",Meade Spotts
1420 Hull St,,Retail,3,,,C,Existing,13509,13509,$13.05 - 15.94 (Est.),Storefront,Richmond,Jeff Davis Corridor,,,Southwest,Richmond,VA,23224-3963,Richmond City,,,,N,,,100.00,2008,,13509,,Multi,07/16/2014,5101290039D,510129,0039D,No,100-year and 500-year Floodplain,,
1427 Hull St,,Retail,2,,,C,Existing,7999,7500,$12.29 - 15.02 (Est.),Storefront,Richmond,Jeff Davis Corridor,,,Southwest,Richmond,VA,23224,Richmond City,Commonwealth Commercial Partners,Michael Morris,650000,Y,1/31/2020,,0.00,1920,,7500,0.13,Single,07/16/2014,5101290039D,510129,0039D,No,100-year and 500-year Floodplain,"16'0""",Kevin Beres
8201-8255 Hull St,Cross Pointe Marketplace,Retail (Neighborhood Center),3,,,B,Existing,72540,7425,$9.57 - 11.70 (Est.),Retail Building,Richmond,Midlothian E/Hull St,New South Properties,Grace Folk,Southwest,Richmond,VA,23235,Chesterfield,,,,N,9/28/2022,"6,744,610",96.69,1988,,72540,4.58,Multi,12/18/2012,51041C0133D,51041C,0133D,No,100-year and 500-year Floodplain,,
6504-6550 Hull Street Rd,Shops at Haynes Plaza,Retail (Community Center),3,,,B,Existing,213950,15250,$10.51 - 12.85 (Est.),,Richmond,Midlothian E/Hull St,S.L. Nusbaum Realty Co.,Nathan Shor,Southwest,Richmond,VA,23224-2636,Richmond City,,,,N,,,92.87,1972,,213950,1.13,Multi,01/01/1900,,,,No,100-year and 500-year Floodplain,,Bruce Breedlove
13501 Hull Street Rd,SwiftCreekPlaza - Building C,Retail (Strip Center),3,,,B,Existing,9055,1335,$33.71 - 41.20 (Est.),,Richmond,Swift Creek,Cushman & Wakefield | Thalhimer,Connie Nielsen,Southwest,Midlothian,VA,23112-2105,Chesterfield,,,,N,,,85.26,2019,,9055,,Multi,12/18/2012,51041C0117D,51041C,0117D,No,100-year and 500-year Floodplain,,
13918-13934 Hull Street Rd,Clover Hill Shops,Retail (Strip Center),3,,,B,Existing,12367,4125,$26.29 - 32.13 (Est.),,Richmond,Swift Creek,Segall Group,Jamie Lanham,Southwest,Midlothian,VA,23112,Chesterfield,,,,N,12/6/2018,"3,300,690",66.65,2006,,12367,7.12,Multi,12/18/2012,51041C0120D,51041C,0120D,No,100-year and 500-year Floodplain,,Matthew Hutton
4023 W Hundred Rd,,Retail,2,,,C,Existing,1596,1596,$14.69 - 17.96 (Est.),Freestanding,Richmond,South Chesterfield,,,Southwest,Chester,VA,23831,Chesterfield,,,,N,4/11/2016,"362,493",100.00,1986,2005,1596,,Single,12/18/2012,51041C0327D,51041C,0327D,No,100-year and 500-year Floodplain,,Andrew Haley
6403-6429 Iron Bridge Pl,Irongate Village Shopping Center,Retail (Neighborhood Center),3,,,B,Existing,53530,8450,$13.36 - 16.33 (Est.),Retail Building,Richmond,South Chesterfield,,,Southwest,Richmond,VA,23234,Chesterfield,,,,N,6/26/2022,"6,700,000",84.21,1985,,53530,7.87,Multi,12/18/2012,51041C0161D,51041C,0161D,No,100-year and 500-year Floodplain,,Lavanya Nayak
11914 Iron Bridge Plz,Shoppes at River Forest,Retail (Neighborhood Center),3,,,B,Existing,30720,1480,$22.19 - 27.12 (Est.),Storefront,Richmond,South Chesterfield,Commonwealth Commercial Partners,James McVey,Southwest,Chester,VA,23831-1441,Chesterfield,,,,N,2/26/2021,"6,000,000",95.18,2007,,30000,6.47,Multi,12/18/2012,51041C0326D,51041C,0326D,No,100-year and 500-year Floodplain,,Tom Hahn
11964 Iron Bridge Plz,,Retail (Community Center),3,,,B,Existing,14985,4387,$16.86 - 20.60 (Est.),,Richmond,South Chesterfield,Cushman & Wakefield | Thalhimer,Richard Thalhimer,Southwest,Chester,VA,23831,Chesterfield,,,,N,,,70.72,1997,,14985,,,12/18/2012,51041C0326D,51041C,0326D,No,100-year and 500-year Floodplain,,
7000 Iron Bridge Rd,,Retail,3,,,B,Existing,41117,41117,$16.27 - 19.88 (Est.),Supermarket,Richmond,South Chesterfield,Colliers | Virginia,Robert Black,Southwest,Richmond,VA,23234-5906,Chesterfield,,,,N,5/25/2023,"8,967,013",0.00,2015,,41117,0.00,Single,12/18/2012,51041C0142D,51041C,0142D,No,100-year and 500-year Floodplain,,
9801 Iron Bridge Rd,,Retail (Neighborhood Center),3,,,B,Existing,4960,2285,$15.48 - 18.91 (Est.),,Richmond,South Chesterfield,Colliers | Virginia,Harrison Hall,Southwest,Chesterfield,VA,23832-6435,Chesterfield,,,,N,,,53.93,2020,,4960,,,12/18/2012,51041C0145D,51041C,0145D,No,100-year and 500-year Floodplain,,Paul Carnes
12730-12766 Jefferson Davis Hwy,,Retail (Community Center),3,,,B,Existing,24661,1200,$15.75 - 19.25 (Est.),Storefront,Richmond,South Chesterfield,GFD Management Inc.,"Nate Cretarolo, CCIM",Southwest,Chester,VA,23831,Chesterfield,,,,N,,,95.13,1991,2005,24661,,Multi,01/01/1900,,,,No,100-year and 500-year Floodplain,,
2160 John Rolfe Pky,,Retail (Community Center),3,,,B,Existing,6279,6279,$22.60 - 27.62 (Est.),Restaurant,Richmond,Far West End South,The Wilton Companies,Doug Mallory,Northwest,Richmond,VA,23233,Henrico,,,,N,,,0.00,2004,,6279,8.75,Single,12/18/2012,51041C0050D,51087C,0050D,No,100-year and 500-year Floodplain,,Richard Johnson
2200-2240 John Rolfe Pky,Phase II,Retail (Community Center),3,,,B,Existing,52572,4900,$19.52 - 23.86 (Est.),Storefront,Richmond,Far West End South,The Wilton Companies,Doug Mallory,Northwest,Richmond,VA,23233,Henrico,,,,N,,,97.53,2004,,15000,8.33,Multi,12/18/2012,51041C0025D,51087C,0025D,Yes,100-year Floodplain,,Richard Johnson
2240-2316 John Rolfe Pky,Phase I,Retail (Community Center),4,,,A,Existing,128000,10900,$15.48 - 18.92 (Est.),Storefront,Richmond,Far West End South,The Wilton Companies,Doug Mallory,Northwest,Richmond,VA,23233,Henrico,,,,N,,,98.98,2004,,128000,3.44,Multi,12/18/2012,51041C0050D,51087C,0050D,Yes,100-year Floodplain,,Richard Johnson
101-169 Junction Dr,Ashland Junction,Retail (Neighborhood Center),2,,,C,Existing,141701,44654,$12.60 - 15.41 (Est.),,Richmond,I-95 Ashland/NW,Cushman & Wakefield | Thalhimer,Annie O'Connor,Northwest,Ashland,VA,23005,Hanover,,,,N,7/20/2021,"8,125,000",100.00,1989,,141701,3.16,Multi,03/02/2009,51033C0475C,51085C,0475C,No,100-year and 500-year Floodplain,"12'0""",Angela Dunham
4501 S Laburnum Ave,The Shoppes at White Oak Village - 500-597,Retail (Power Center),3,,,B,Existing,54215,9156,$17.90 - 21.87 (Est.),Storefront,Richmond,East End,Colliers | Virginia,Peter Vick,Southeast,Richmond,VA,23231,Henrico,,,,N,10/20/2014,,83.11,2008,,54215,3.18,Multi,12/02/2008,51085C0440B,51087C,0440B,Yes,100-year Floodplain,,
4501 S Laburnum Ave,The Shoppes at White Oak Village - 400-445,Retail (Power Center),3,,,B,Existing,19000,2857,$15.56 - 19.02 (Est.),Storefront,Richmond,East End,Colliers | Virginia,Peter Vick,Southeast,Richmond,VA,23231,Henrico,,,,N,10/20/2014,,84.96,2008,,19000,2.05,Multi,12/02/2008,51085C0440B,51087C,0440B,Yes,100-year Floodplain,,
4501 S Laburnum Ave,,Retail (Power Center),3,,,B,Existing,17504,4372,$15.84 - 19.35 (Est.),Storefront,Richmond,East End,Colliers | Virginia,Peter Vick,Southeast,Richmond,VA,23231,Henrico,,,,N,10/20/2014,,75.02,2008,,17504,3.33,Multi,12/02/2008,51085C0440B,51087C,0440B,Yes,100-year Floodplain,,
4501 S Laburnum Ave,The Shoppes at White Oak Village - 100-195,Retail (Power Center),3,,,B,Existing,60032,7033,$23.71 - 28.98 (Est.),Storefront,Richmond,East End,Colliers | Virginia,Peter Vick,Southeast,Richmond,VA,23231,Henrico,,,,N,10/20/2014,,100.00,2008,,60032,4.16,Multi,12/02/2008,51085C0440B,51087C,0440B,Yes,100-year Floodplain,,
6521-6661 Lake Harbour Dr,Winterpock Crossing,Retail (Neighborhood Center),3,,,B,Existing,67563,2960,$12.76 - 15.60 (Est.),,Richmond,Swift Creek,"Divaris Real Estate, Inc.",Sara Goodall,Southwest,Midlothian,VA,23112,Chesterfield,,,,N,,,100.00,2000,2006,67563,5.83,Multi,12/18/2012,51041C0120D,51041C,0120D,No,100-year and 500-year Floodplain,"12'0""",Roger Glover
6701-6801 Lake Harbour Dr,Winterpock Crossing,Retail (Neighborhood Center),3,,,B,Existing,50000,4200,$18.68 - 22.83 (Est.),,Richmond,Swift Creek,"Divaris Real Estate, Inc.",Sara Goodall,Southwest,Midlothian,VA,23112,Chesterfield,,,,N,,,100.00,1999,2006,50000,6.00,Multi,12/18/2012,51041C0120D,51041C,0120D,No,100-year and 500-year Floodplain,,
6913-6941 Lakeside Ave,The Hub Center,Retail (Strip Center),2,,,C,Existing,15500,420,$13.25 - 16.19 (Est.),,Richmond,Staples Mill/Parham,Cushman & Wakefield | Thalhimer,Richard Thalhimer,Northwest,Richmond,VA,23228-5234,Henrico,,,,N,,,97.29,1948,,15500,2.51,Multi,04/02/2009,5101290026D,51087C,0026D,No,100-year and 500-year Floodplain,,
3416-3470 Lauderdale Dr,Shops At Wellesley,Retail (Neighborhood Center),3,,,C,Existing,42250,2350,$17.38 - 21.24 (Est.),,Richmond,Far West End South,Cushman & Wakefield | Thalhimer,Reilly Marchant,Northwest,Richmond,VA,23233,Henrico,,,,N,8/15/2013,"7,420,000",100.00,1992,,42250,4.00,Multi,12/02/2008,51075C0245B,51087C,0245B,No,500-year Floodplain,,Alex Zikakis
4900 Libbie Mill East Blvd,Tanner Row,Retail,3,,,B,Existing,44994,1632,$28.15 - 34.41 (Est.),,Richmond,Willowlawn,Colliers | Virginia,Harrison Hall,Northwest,Richmond,VA,23230-2131,Henrico,,,,N,,,96.37,2016,,22189,,Multi,04/02/2009,5101290028D,51087C,0028D,No,100-year and 500-year Floodplain,,Skip Nash
201-203 N Lombardy St,,Retail,2,,,C,Existing,6475,3600,$16.30 - 19.92 (Est.),Storefront Retail/Office,Richmond,Near West End,Cushman & Wakefield | Thalhimer,Annie O'Connor,Northwest,Richmond,VA,23220,Richmond City,,,,N,5/10/2007,"977,414",44.40,1910,,2158,0.46,Multi,04/02/2009,5101290037D,510129,0037D,No,100-year and 500-year Floodplain,,Stephen Gratz
711 N Lombardy St,Kroger Shops,Retail (Strip Center),3,,,B,Existing,7125,2000,$23.10 - 28.23 (Est.),Storefront,Richmond,Near West End,Commonwealth Commercial Partners,Morgan Trible,Northwest,Richmond,VA,23220,Richmond City,,,,N,,,85.96,2000,,7125,7.12,Multi,04/02/2009,5101290037D,510129,0037D,No,100-year and 500-year Floodplain,,Russel Harper
1106-1110 W Main St,,Retail,2,,,C,Existing,6653,2070,$17.43 - 21.30 (Est.),Storefront Retail/Office,Richmond,Near West End,Cushman & Wakefield | Thalhimer,Reilly Marchant,Northwest,Richmond,VA,23220,Richmond City,,,,N,2/14/2014,"1,350,000",100.00,1900,2001,3327,1.20,Multi,04/02/2009,5101290037D,510129,0037D,No,100-year and 500-year Floodplain,,Harpreet Grewal
1323 W Main St,,Retail,2,,,C,Existing,5554,5554,$16.97 - 20.74 (Est.),Restaurant,Richmond,Near West End,,,Northwest,Richmond,VA,23220,Richmond City,,,,N,1/20/2022,"1,687,845",0.00,1900,,2777,2.16,Single,04/02/2009,5101290037D,510129,0037D,No,100-year and 500-year Floodplain,,
1527-1529 W Main St,Eclipse Building,Retail,2,,,C,Existing,18531,1854,$24.45 - 29.88 (Est.),Storefront Retail/Office,Richmond,Near West End,"The Shopping Center Group, LLC",Christina Mayhugh,Northwest,Richmond,VA,23220-4630,Richmond City,,,,N,,,100.00,1920,2017,9266,0.32,Multi,04/02/2009,5101290037D,510129,0037D,No,100-year and 500-year Floodplain,,Willis Blackwood
3330 W Marshall St,,Retail,2,,,C,Existing,4860,4860,$16.14 - 19.72 (Est.),,Richmond,Near West End,,,Northwest,Richmond,VA,23230-4600,Richmond City,,,,N,,,0.00,1940,,4860,,,04/02/2009,5101290028D,510129,0028D,No,100-year and 500-year Floodplain,,
5300 W Marshall St,,Retail (Neighborhood Center),2,,,C,Existing,9310,9310,$16.01 - 19.56 (Est.),Freestanding,Richmond,Willowlawn,,,Northwest,Richmond,VA,23230,Henrico,,,,N,,,100.00,1983,,9310,7.30,Single,04/02/2009,5101290028D,51087C,0028D,Yes,100-year Floodplain,,
3041-3135 Mechanicsville Tpke,Oak Hill Plaza,Retail (Neighborhood Center),3,,,B,Existing,113920,8590,$13.78 - 16.84 (Est.),Freestanding,Richmond,Laburnum/Rte 360,Taylor Long Properties Inc.,Robert Marshall,Northeast,Richmond,VA,23223-1828,Henrico,,,,N,,,94.39,1989,,113920,4.88,Multi,04/02/2009,5101290035D,51087C,0035D,No,100-year and 500-year Floodplain,"14'0""",Garret Bedrin
3601 Mechanicsville Tpke,,Retail (Strip Center),2,,,C,Existing,5659,5659,$11.32 - 13.84 (Est.),Freestanding,Richmond,Laburnum/Rte 360,"Pollard & Bagby, Inc.",Lebs Breeden,Northeast,Richmond,VA,23223-1329,Henrico,"Pollard & Bagby, Inc.",Lebs Breeden,900000,N,1/7/2016,,0.00,1951,,5659,6.18,Multi,04/02/2009,5101290035D,51087C,0035D,No,100-year and 500-year Floodplain,,Hunt Whitehead
3802-3824 Mechanicsville Tpke,Glen Lea Centre,Retail (Neighborhood Center),3,,,B,Existing,72872,4976,$11.22 - 13.72 (Est.),Storefront,Richmond,Laburnum/Rte 360,Cushman & Wakefield | Thalhimer,Connie Nielsen,Northeast,Richmond,VA,23223-1114,Henrico,,,,N,7/30/2013,"5,984,147",95.37,1965,1996,72872,4.91,Multi,04/02/2009,5101290035D,51087C,0035D,No,100-year and 500-year Floodplain,,C. N. David Reischer
6300 Mechanicsville Tpke,Stonewall Square,Retail (Strip Center),3,,,B,Existing,16000,6400,$16.70 - 20.42 (Est.),,Richmond,Mechanicsville,,,Northeast,Mechanicsville,VA,23111,Hanover,,,,N,,,60.00,2008,,16000,6.25,Multi,12/02/2008,51085C0430B,51085C,0430B,No,100-year and 500-year Floodplain,,
7003-7047 Mechanicsville Tpke,Hanover Village Shopping Center,Retail (Community Center),2,,,C,Existing,90145,10979,$15.39 - 18.81 (Est.),,Richmond,Mechanicsville,Cushman & Wakefield | Thalhimer,James Ashby,Northeast,Mechanicsville,VA,23111-7100,Hanover,,,,N,,,100.00,1971,,90145,4.87,Multi,12/02/2008,51085C0430B,51085C,0430B,No,100-year and 500-year Floodplain,,Alex Nyhan
7026-7042 Mechanicsville Tpke,Hanover Shopping Center,Retail (Neighborhood Center),3,,,C,Existing,28400,1713,$14.47 - 17.68 (Est.),Storefront,Richmond,Mechanicsville,Commonwealth Commercial Partners,Michael Morris,Northeast,Mechanicsville,VA,23111,Hanover,,,,N,,,93.97,2003,,28400,5.40,Multi,12/02/2008,51085C0430B,51085C,0430B,No,100-year and 500-year Floodplain,,John Robins
7124-7126 Mechanicsville Tpke,,Retail (Neighborhood Center),2,,,C,Existing,2260,2260,$12.96 - 15.84 (Est.),Freestanding,Richmond,Mechanicsville,Cushman & Wakefield | Thalhimer,James Ashby,Northeast,Mechanicsville,VA,23111,Hanover,,,,N,5/7/2015,"139,712",100.00,1990,,2260,11.06,Single,12/02/2008,51085C0430B,51085C,0430B,No,100-year and 500-year Floodplain,,
7124-7156 Mechanicsville Tpke,Spring Centre,Retail (Neighborhood Center),3,,,C,Existing,24718,6843,$13.72 - 16.77 (Est.),,Richmond,Mechanicsville,Cushman & Wakefield | Thalhimer,James Ashby,Northeast,Mechanicsville,VA,23111,Hanover,,,,N,5/7/2015,"1,820,288",100.00,1990,,24718,5.25,Multi,12/02/2008,51085C0430B,51085C,0430B,No,100-year and 500-year Floodplain,,Jason Guillot
8028 Mechanicsville Tpke,SunTrust,Retail,2,,,C,Existing,4042,4042,$16.39 - 20.03 (Est.),Bank,Richmond,Mechanicsville,Colliers | Virginia,Robert Black,Northeast,Mechanicsville,VA,23111,Hanover,,,,N,6/20/2013,"1,022,500",0.00,1965,,4042,6.93,Single,12/02/2008,51085C0430B,51085C,0430B,No,100-year and 500-year Floodplain,,Kevin Habicht
7477-7485 Midlothian Tpke,,Retail (Community Center),2,,,C,Existing,15130,10090,$12.47 - 15.24 (Est.),Freestanding,Richmond,Midlothian E/Hull St,Partner Commercial,Yasmine Hamad,Southwest,Richmond,VA,23225,Chesterfield,,,18000000,Y,,,100.00,1982,,15130,5.29,Multi,12/18/2012,51041C0131D,51041C,0131D,No,100-year and 500-year Floodplain,,
9101 Midlothian Tpke,Arboretum Shops,Retail (Neighborhood Center),3,,,B,Existing,49918,3430,$16.48 - 20.14 (Est.),,Richmond,Midlothian West,MGold Properties,Mark Gold,Southwest,Richmond,VA,23235-5022,Chesterfield,,,,N,5/26/2017,"3,970,927",100.00,1989,,49918,4.80,Multi,12/18/2012,51041C0127D,51041C,0127D,No,100-year and 500-year Floodplain,"14'0""",Mark Gold
9700-9712 Midlothian Tpke,,Retail (Community Center),3,,,B,Existing,16530,1800,$17.30 - 21.14 (Est.),,Richmond,Midlothian West,Cushman & Wakefield | Thalhimer,Connie Nielsen,Southwest,Richmond,VA,23235,Chesterfield,,,,N,,,100.00,1990,,16530,8.47,Multi,12/18/2012,51041C0040D,51041C,0040D,No,100-year and 500-year Floodplain,,
9754-9780 Midlothian Tpke,,Retail (Community Center),3,,,B,Existing,30750,7367,$16.64 - 20.34 (Est.),,Richmond,Midlothian West,Cushman & Wakefield | Thalhimer,Connie Nielsen,Southwest,Richmond,VA,23235,Chesterfield,,,,N,,,100.00,1990,,30750,3.01,Multi,12/18/2012,51041C0040D,51041C,0040D,No,100-year and 500-year Floodplain,"14'0""",
10040 Midlothian Tpke,,Retail,2,,,C,Existing,9000,3060,$13.93 - 17.03 (Est.),Freestanding,Richmond,Midlothian West,Commonwealth Commercial Partners,Michael Morris,Southwest,Richmond,VA,23235,Chesterfield,,,,N,,,100.00,1971,,9000,,Multi,12/18/2012,51041C0040D,51041C,0040D,No,100-year and 500-year Floodplain,,John Robins
11001-11003 Midlothian Tpke,Midlothian Turnpike Retail,Retail (Strip Center),2,,,C,Existing,16990,2800,$16.67 - 20.37 (Est.),,Richmond,Midlothian West,Cushman & Wakefield | Thalhimer,Danielle Beckstoffer,Southwest,Richmond,VA,23235-4784,Chesterfield,,,,N,3/31/2022,"3,500,000",83.52,1964,,16990,3.08,Multi,12/18/2012,51041C0040D,51041C,0040D,No,100-year and 500-year Floodplain,,Mark Gans
11357 Midlothian Tpke,,Retail (Community Center),4,,LEED Interiors - Silver,B,Existing,93796,5400,$18.60 - 22.73 (Est.),Freestanding,Richmond,Midlothian West,S.L. Nusbaum Realty Co.,Nathan Shor,Southwest,North Chesterfield,VA,23235-4715,Chesterfield,,,,N,,,94.24,1998,,93796,3.20,Multi,12/18/2012,51041C0040D,51041C,0040D,No,100-year and 500-year Floodplain,,
11361 Midlothian Tpke,Grocery,Retail (Community Center),3,,,B,Existing,63287,63287,$18.49 - 22.60 (Est.),Retail Building,Richmond,Midlothian West,"The Shopping Center Group, LLC",David Andrews,Southwest,Richmond,VA,23235-4715,Chesterfield,,,,N,,,0.00,1997,,63287,,,12/18/2012,51041C0040D,51041C,0040D,No,100-year and 500-year Floodplain,,
11521 Midlothian Tpke,Midlothian Square,Retail (Neighborhood Center),2,,,C,Existing,44332,1000,$15.12 - 18.47 (Est.),,Richmond,Midlothian West,Taylor Long Properties Inc.,Ellen Long,Southwest,Richmond,VA,23235-4764,Chesterfield,,,,N,,,100.00,1987,,44332,4.18,Multi,12/18/2012,51041C0040D,51041C,0040D,No,100-year and 500-year Floodplain,,Paul Rubis
11525 Midlothian Tpke,Midlothian Square,Retail (Neighborhood Center),3,,,C,Existing,17109,5316,$14.64 - 17.89 (Est.),,Richmond,Midlothian West,,,Southwest,Bon Air,VA,23235-4763,Chesterfield,,,,N,,,68.93,1987,,17109,6.43,Multi,12/18/2012,51041C0040D,51041C,0040D,No,100-year and 500-year Floodplain,,
12521 Midlothian Tpke,Stonehenge Village,Retail (Community Center),4,,,A,Existing,71204,1595,$33.58 - 41.05 (Est.),,Richmond,Midlothian West,Rosenthal Properties LLC,Brian Greene,Southwest,Midlothian,VA,23113,Chesterfield,,,,N,5/30/2023,,97.76,2016,,71204,2.81,Multi,12/18/2012,51041C0020D,51041C,0020D,No,100-year and 500-year Floodplain,,
13100-13150 Midlothian Tpke,East,Retail (Community Center),3,,,C,Existing,49584,4800,$16.53 - 20.20 (Est.),Storefront,Richmond,Midlothian Village,The Wilton Companies,Hank Miller,Southwest,Midlothian,VA,23113,Chesterfield,,,,N,4/1/2022,"6,642,407",92.74,1990,,49584,7.26,Multi,12/18/2012,51041C0020D,51041C,0020D,No,100-year and 500-year Floodplain,,B. Hunt Gunter
13152-13228 Midlothian Tpke,West,Retail (Community Center),3,,,C,Existing,49540,4000,$14.83 - 18.12 (Est.),Storefront,Richmond,Midlothian Village,The Wilton Companies,Hank Miller,Southwest,Midlothian,VA,23113,Chesterfield,,,,N,4/1/2022,"3,980,098",95.96,1990,,49540,63.79,Multi,12/18/2012,51041C0020D,51041C,0020D,No,100-year and 500-year Floodplain,"10'0""",B. Hunt Gunter
13541-13591 Midlothian Tpke,Midlothian Station,Retail (Neighborhood Center),3,,,C,Existing,66237,1330,$15.62 - 19.10 (Est.),Storefront,Richmond,Midlothian Village,Commonwealth Commercial Partners,Michael Morris,Southwest,Midlothian,VA,23113-4261,Chesterfield,,,,N,5/26/2016,"5,900,000",97.99,1982,,66237,3.64,Multi,12/18/2012,51041C0020D,51041C,0020D,No,100-year and 500-year Floodplain,,Lenny Burns
14210 Midlothian Tpke,Winterfield Crossing 5B,Retail (Strip Center),4,,,A,Existing,6500,4848,$17.99 - 21.99 (Est.),,Richmond,Midlothian Village,Colliers | Virginia,Harrison Hall,Southwest,Midlothian,VA,23113-6524,Chesterfield,,,,N,,,100.00,2022,,6500,3.69,,01/01/1900,,,,No,100-year and 500-year Floodplain,,Nolen Blackwood
17650 Midlothian Tpke,,Retail,2,,,C,Existing,2600,2600,$14.92 - 18.23 (Est.),Bank,Richmond,Powhatan,,,Powhatan,Midlothian,VA,23113-7714,Powhatan,,,,N,11/30/2018,,100.00,1984,,2600,7.93,Single,12/18/2012,51041C0015D,51041C,0015D,No,100-year and 500-year Floodplain,"10'0""",Tony Kilic
309 N Monroe St,,Retail,2,,,C,Existing,1710,1710,$13.69 - 16.73 (Est.),Storefront,Richmond,Downtown,,,Downtown,Richmond,VA,23220,Richmond City,,,,N,11/16/2020,"260,000",0.00,1930,,1710,1.17,Single,04/02/2009,5101290037D,510129,0037D,No,100-year and 500-year Floodplain,,
10 N Nansemond St,Carytown Place,Retail (Neighborhood Center),4,,,A,Existing,41004,3025,$39.42 - 48.18 (Est.),Freestanding,Richmond,Near West End,Cushman & Wakefield | Thalhimer,Connie Nielsen,Northwest,Richmond,VA,23221,Richmond City,,,,N,,,100.00,2012,,41004,4.62,Multi,04/02/2009,5101290036D,510129,0036D,No,100-year and 500-year Floodplain,,
4703-4715 Nine Mile Rd,,Retail,2,,,C,Existing,96650,96650,$9.66 - 11.80 (Est.),Freestanding,Richmond,Laburnum/Rte 360,"Divaris Real Estate, Inc.",John Madures,Northeast,Richmond,VA,23223,Henrico,,,,N,5/6/2021,"4,400,000",0.00,1974,,96650,4.40,Multi,12/02/2008,51085C0440B,51087C,0440B,No,100-year and 500-year Floodplain,,Justin Rosemore
4901 Nine Mile Rd,Outparcel,Retail (Community Center),3,,,B,Existing,6600,2500,$22.19 - 27.13 (Est.),Freestanding,Richmond,East End,Cushman & Wakefield | Thalhimer,Richard Thalhimer,Southeast,Richmond,VA,23223-5738,Henrico,,,,N,11/22/2021,"3,158,649",62.12,2017,,4229,6.06,Multi,12/02/2008,51085C0440B,51087C,0440B,No,100-year and 500-year Floodplain,,Nelson Ayala
11321 Nuckols Rd,,Retail (Strip Center),3,,,B,Existing,6946,1471,$28.11 - 34.36 (Est.),,Richmond,Far West End North,,,Northwest,Glen Allen,VA,23059-5683,Henrico,,,,N,9/19/2013,"3,112,920",100.00,2006,,6946,5.75,Multi,12/02/2008,51085C0290B,51087C,0290B,No,100-year and 500-year Floodplain,,Daniel Katz
11391 Nuckols Rd,,Retail (Strip Center),3,,,B,Existing,5300,1540,$26.68 - 32.60 (Est.),,Richmond,Far West End North,,,Northwest,Glen Allen,VA,23059,Henrico,,,,N,9/19/2013,"2,449,191",100.00,2006,,5300,8.67,Multi,12/02/2008,51085C0290B,51087C,0290B,No,100-year and 500-year Floodplain,,Daniel Katz
5262-5282 Oaklawn Blvd,Building E,Retail (Community Center),3,,,B,Existing,19666,4694,$14.59 - 17.83 (Est.),,Richmond,Prince George,"Divaris Real Estate, Inc.",Loretta Cataldi,Prince George,Hopewell,VA,23860-7336,Prince George,,,,N,1/11/2019,"1,012,298",76.13,1975,,19666,,Multi,06/02/2015,51149C0040C,510080,0040C,No,100-year and 500-year Floodplain,,Daniel Benzvi
